method,metric,value
mobj,target valid,1.0
mobj,categorical proximity,3.903225806451613
mobj,continuous proximity,0.21075128639075444
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0026119877181330687
mobj,target valid,1.0
mobj,categorical proximity,3.8974358974358974
mobj,continuous proximity,0.21171601697528192
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,9.357036291973782e-06
mobj,target valid,1.0
mobj,categorical proximity,3.8980891719745223
mobj,continuous proximity,0.21101465895214586
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,1.636540672282416e-05
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
mobj,target valid,1.0
mobj,categorical proximity,3.892405063291139
mobj,continuous proximity,0.21071109142588249
mobj,causal validity,1.0
mobj,IM1,
mobj,IM2,0.0010659102430500289
