method,metric,value
mobj,IM2,0.00047100567045335514
mobj,target valid,1.0
mobj,continuous proximity,0.026146961691035652
mobj,causal validity,0.9822485207100592
mobj,IM1,0.004765444181241526
mobj,IM2,0.0004152808032772985
mobj,target valid,1.0
mobj,continuous proximity,0.026354545385095064
mobj,causal validity,0.9823529411764705
mobj,IM1,0.004819545752839917
mobj,IM2,0.00014394970192105924
mobj,target valid,1.0
mobj,continuous proximity,0.026310754837437906
mobj,causal validity,0.9824561403508771
mobj,IM1,0.004727191559157864
mobj,IM2,0.00025897225075927657
mobj,target valid,1.0
mobj,continuous proximity,0.026361428658840464
mobj,causal validity,0.9825581395348837
mobj,IM1,0.0054024399105595915
mobj,IM2,0.0012246478688634627
mobj,target valid,1.0
mobj,continuous proximity,0.026274635346475516
mobj,causal validity,0.9826589595375722
mobj,IM1,0.005028210690422803
mobj,IM2,0.00034228479077412575
mobj,target valid,1.0
mobj,continuous proximity,0.02630874448427557
mobj,causal validity,0.9827586206896551
mobj,IM1,0.008842434943303508
mobj,IM2,0.0022305798126160264
mobj,target valid,1.0
mobj,continuous proximity,0.026233727711099563
mobj,causal validity,0.9828571428571429
mobj,IM1,0.0017274593794763646
mobj,IM2,0.00012297674517972815
mobj,target valid,1.0
mobj,continuous proximity,0.0262793849368403
mobj,causal validity,0.9829545454545454
mobj,IM1,0.008152441116412536
mobj,IM2,0.00044703486235269827
mobj,target valid,1.0
mobj,continuous proximity,0.026308611877305557
mobj,causal validity,0.9830508474576272
mobj,IM1,0.0025485585104947604
mobj,IM2,0.00027302031538821474
mobj,target valid,1.0
mobj,continuous proximity,0.026443300877550317
mobj,causal validity,0.9831460674157303
mobj,IM1,0.0080404655333514
mobj,IM2,0.001963417415449419
mobj,target valid,1.0
mobj,continuous proximity,0.026431149610342902
mobj,causal validity,0.9832402234636871
mobj,IM1,0.004980428122627796
mobj,IM2,0.0010564407985949077
mobj,target valid,1.0
mobj,continuous proximity,0.02640891101053359
mobj,causal validity,0.9833333333333333
mobj,IM1,0.006910277979274092
mobj,IM2,0.0008436691523414692
mobj,target valid,1.0
mobj,continuous proximity,0.02634368825014015
mobj,causal validity,0.9834254143646409
mobj,IM1,0.003426427514069088
mobj,IM2,0.0003943767490836915
mobj,target valid,1.0
mobj,continuous proximity,0.026317356623244498
mobj,causal validity,0.9835164835164835
mobj,IM1,0.007048829367969071
mobj,IM2,0.0005163117777332894
mobj,target valid,1.0
mobj,continuous proximity,0.02632033289422384
mobj,causal validity,0.9836065573770492
mobj,IM1,0.008075161384621414
mobj,IM2,0.001475880293723976
mobj,target valid,1.0
mobj,continuous proximity,0.026295136253614636
mobj,causal validity,0.9836956521739131
mobj,IM1,0.0028466034951939102
mobj,IM2,0.00013051638552755366
mobj,target valid,1.0
mobj,continuous proximity,0.026237174392399653
mobj,causal validity,0.9837837837837838
mobj,IM1,0.005534422288917481
mobj,IM2,0.0007810581826181531
mobj,target valid,1.0
mobj,continuous proximity,0.026133612344820062
mobj,causal validity,0.9838709677419355
mobj,IM1,0.0025040646497259387
mobj,IM2,0.00023954572250598714
mobj,target valid,1.0
mobj,continuous proximity,0.026104175667679877
mobj,causal validity,0.983957219251337
mobj,IM1,0.0032264114930207668
mobj,IM2,7.446921290949747e-05
mobj,target valid,1.0
mobj,continuous proximity,0.026000732291609374
mobj,causal validity,0.9840425531914894
mobj,IM1,0.004271935053313605
mobj,IM2,0.00044389050460028723
mobj,target valid,1.0
mobj,continuous proximity,0.026104324527395778
mobj,causal validity,0.9841269841269841
mobj,IM1,0.00872346986930339
mobj,IM2,0.0018565927967142556
mobj,target valid,1.0
mobj,continuous proximity,0.0260931063530269
mobj,causal validity,0.9842105263157894
mobj,IM1,0.0031610946709240773
mobj,IM2,0.0003583266973570165
mobj,target valid,1.0
mobj,continuous proximity,0.0261947815396661
mobj,causal validity,0.9842931937172775
mobj,IM1,0.006568307795798912
mobj,IM2,0.0005005857834727487
mobj,target valid,1.0
mobj,continuous proximity,0.02617872793361202
mobj,causal validity,0.984375
mobj,IM1,0.006619957827014452
mobj,IM2,0.0008548085394300409
mobj,target valid,1.0
mobj,continuous proximity,0.02619401723704368
mobj,causal validity,0.9844559585492227
mobj,IM1,0.004973618588186417
mobj,IM2,0.00036019254676307254
mobj,target valid,1.0
mobj,continuous proximity,0.02612637442280673
mobj,causal validity,0.9845360824742269
mobj,IM1,0.003053952379636155
mobj,IM2,0.00019972760057181227
mobj,target valid,1.0
mobj,continuous proximity,0.02607423549489099
mobj,causal validity,0.9846153846153847
mobj,IM1,0.0023171159478155056
mobj,IM2,0.0001745314621133039
mobj,target valid,1.0
mobj,continuous proximity,0.02613195938762426
mobj,causal validity,0.9846938775510204
mobj,IM1,0.006690882031610282
mobj,IM2,0.0006345611332855181
mobj,target valid,1.0
mobj,continuous proximity,0.026021668039470706
mobj,causal validity,0.9847715736040609
mobj,IM1,0.0018394158071327446
mobj,IM2,0.00011333380110511263
mobj,target valid,1.0
mobj,continuous proximity,0.025990116821954807
mobj,causal validity,0.9848484848484849
mobj,IM1,0.0066191915901922475
mobj,IM2,0.0004033895074419284
mobj,target valid,1.0
mobj,continuous proximity,0.026058066843551067
mobj,causal validity,0.9849246231155779
mobj,IM1,0.005940484428816761
mobj,IM2,0.0005046438050459834
mobj,target valid,1.0
mobj,continuous proximity,0.02602644437382387
mobj,causal validity,0.985
mobj,IM1,0.0023078697401000357
mobj,IM2,0.00019412550909786346
