method,metric,value
mobj,continuous proximity,0.09682086603799839
mobj,causal validity,0.4251497005988024
mobj,IM1,0.010133800002750304
mobj,IM2,0.00024085801752869263
mobj,target valid,1.0
mobj,continuous proximity,0.09688669170723788
mobj,causal validity,0.42857142857142855
mobj,IM1,0.01972512682837721
mobj,IM2,0.0002968815181069936
mobj,target valid,1.0
mobj,continuous proximity,0.0969250714579784
mobj,causal validity,0.4260355029585799
mobj,IM1,0.013097268358353769
mobj,IM2,0.0002696244517042812
mobj,target valid,1.0
mobj,continuous proximity,0.09692884748524545
mobj,causal validity,0.4235294117647059
mobj,IM1,0.019645504557512163
mobj,IM2,0.00026369208899723205
mobj,target valid,1.0
mobj,continuous proximity,0.09718498593445929
mobj,causal validity,0.4269005847953216
mobj,IM1,0.015538338400398215
mobj,IM2,0.00032552651649903357
mobj,target valid,1.0
mobj,continuous proximity,0.0975931400376867
mobj,causal validity,0.42441860465116277
mobj,IM1,0.02055697279738559
mobj,IM2,0.00033553369968888284
mobj,target valid,1.0
mobj,continuous proximity,0.09753574699689892
mobj,causal validity,0.4277456647398844
mobj,IM1,0.012800057377773889
mobj,IM2,0.00029518463760505066
mobj,target valid,1.0
mobj,continuous proximity,0.09749336542257508
mobj,causal validity,0.43103448275862066
mobj,IM1,0.012528846956555473
mobj,IM2,0.00027071657645216107
mobj,target valid,1.0
mobj,continuous proximity,0.0973323688864788
mobj,causal validity,0.4342857142857143
mobj,IM1,0.012026505621023365
mobj,IM2,0.00025160242476430903
mobj,target valid,1.0
mobj,continuous proximity,0.09737363594550738
mobj,causal validity,0.4318181818181818
mobj,IM1,0.01200612731437038
mobj,IM2,0.00020007817644106718
mobj,target valid,1.0
mobj,continuous proximity,0.09741052206824
mobj,causal validity,0.4293785310734463
mobj,IM1,0.012952103286739368
mobj,IM2,0.00026061398709678813
mobj,target valid,1.0
mobj,continuous proximity,0.09744877875995331
mobj,causal validity,0.42696629213483145
mobj,IM1,0.013883450478024174
mobj,IM2,0.0003943217425684637
mobj,target valid,1.0
mobj,continuous proximity,0.09750271509478194
mobj,causal validity,0.4245810055865922
mobj,IM1,0.011367414073593759
mobj,IM2,0.0002612548155942278
mobj,target valid,1.0
mobj,continuous proximity,0.09748805566426264
mobj,causal validity,0.4222222222222222
mobj,IM1,0.011310563152231157
mobj,IM2,0.00023026320014436153
mobj,target valid,1.0
mobj,continuous proximity,0.09754077753516235
mobj,causal validity,0.4198895027624309
mobj,IM1,0.012942831739832432
mobj,IM2,0.00034864220797907957
mobj,target valid,1.0
mobj,continuous proximity,0.09745798440608539
mobj,causal validity,0.4175824175824176
mobj,IM1,0.012119348673378797
mobj,IM2,0.0003050855265252745
mobj,target valid,1.0
mobj,continuous proximity,0.09741627703856344
mobj,causal validity,0.41530054644808745
mobj,IM1,0.018054357683594726
mobj,IM2,0.00027430457540063904
mobj,target valid,1.0
mobj,continuous proximity,0.09731211332733988
mobj,causal validity,0.41304347826086957
mobj,IM1,0.018626343207952794
mobj,IM2,0.000261585846456356
mobj,target valid,1.0
mobj,continuous proximity,0.09750124742238198
mobj,causal validity,0.41081081081081083
mobj,IM1,0.01312453447658295
mobj,IM2,0.0003207823955649234
mobj,target valid,1.0
mobj,continuous proximity,0.09757704721857174
mobj,causal validity,0.40860215053763443
mobj,IM1,0.012631194904570459
mobj,IM2,0.0003485843310752351
mobj,target valid,1.0
mobj,continuous proximity,0.09763420991012757
mobj,causal validity,0.40641711229946526
mobj,IM1,0.012705805568958487
mobj,IM2,0.0004215738332415607
mobj,target valid,1.0
mobj,continuous proximity,0.09779013619511513
mobj,causal validity,0.4095744680851064
mobj,IM1,0.010732839890046841
mobj,IM2,0.0002261645367289604
mobj,target valid,1.0
mobj,continuous proximity,0.09776527201108123
mobj,causal validity,0.4126984126984127
mobj,IM1,0.013408425449865594
mobj,IM2,0.00023767714089521037
mobj,target valid,1.0
mobj,continuous proximity,0.09767237068840573
mobj,causal validity,0.41578947368421054
mobj,IM1,0.01185606404957453
mobj,IM2,0.00022895465686129736
mobj,target valid,1.0
mobj,continuous proximity,0.09792165030348719
mobj,causal validity,0.41361256544502617
mobj,IM1,0.013367922353232831
mobj,IM2,0.00027202849731775935
mobj,target valid,1.0
mobj,continuous proximity,0.09774991644283021
mobj,causal validity,0.4114583333333333
mobj,IM1,0.012349511096621012
mobj,IM2,0.00022660061687828885
mobj,target valid,1.0
mobj,continuous proximity,0.09773408807418349
mobj,causal validity,0.41450777202072536
mobj,IM1,0.012553037761461529
mobj,IM2,0.00021624523045817772
mobj,target valid,1.0
mobj,continuous proximity,0.0978581423279834
mobj,causal validity,0.41237113402061853
mobj,IM1,0.012636321016933873
mobj,IM2,0.00042521561078244524
mobj,target valid,1.0
mobj,continuous proximity,0.09801409402778422
mobj,causal validity,0.4153846153846154
mobj,IM1,0.013462571595259033
mobj,IM2,0.00038575155840523046
mobj,target valid,1.0
mobj,continuous proximity,0.09791208321079473
mobj,causal validity,0.413265306122449
mobj,IM1,0.014001750899648693
mobj,IM2,0.00034882197266854095
mobj,target valid,1.0
mobj,continuous proximity,0.09794364478616865
mobj,causal validity,0.41624365482233505
mobj,IM1,0.010806877509895976
mobj,IM2,0.0002135219091324929
mobj,target valid,1.0
mobj,continuous proximity,0.09778553022863584
mobj,causal validity,0.41919191919191917
mobj,IM1,0.014167878181525885
mobj,IM2,0.0003456711108930065
mobj,target valid,1.0
mobj,continuous proximity,0.09778242140201862
mobj,causal validity,0.41708542713567837
mobj,IM1,0.02096110577590436
mobj,IM2,0.00026716756038016134
mobj,target valid,1.0
mobj,continuous proximity,0.09781685218285181
mobj,causal validity,0.42
mobj,IM1,0.013195261571687497
mobj,IM2,0.0002530401056970658
